Id,MSSubClass,Neighborhood,HouseStyle,RoofStyle,Condition1,SaleCondition,Fence,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,LotArea,TotalBsmtSF,GarageCars,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF,SalePrice
138,60,NAmes,SFoyer,Hip,Norm,Abnorml,GdWo,9,3,1961,1981,1655.0,3784.0,1812.0,1.0,2.0,0.0,2.0,2.0,4.0,1.0,309.0,10.0,312845.23984761495
139,30,Edwards,1Story,Gambrel,Feedr,Normal,NA,5,7,2002,2010,2862.0,1963.0,808.0,3.0,0.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,304923.2721364266
140,50,Somerst,2Story,Gable,RRAe,Normal,NA,8,6,1963,1979,1045.0,19428.0,1953.0,1.0,1.0,1.0,5.0,1.0,8.0,2.0,0.0,0.0,246527.3486920361
141,40,SawyerW,SFoyer,Mansard,RRAe,Normal,MnPrv,8,5,1955,1979,1833.0,8303.0,227.0,3.0,2.0,1.0,3.0,2.0,7.0,1.0,90.0,0.0,303881.89081803005
142,20,OldTown,1Story,Hip,RRAe,Normal,NA,4,5,1933,1937,4174.0,13677.0,1300.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,264.0,0.0,359750.3607490333
143,75,OldTown,1.5Fin,Flat,Feedr,Normal,GdWo,6,10,1909,1948,800.0,19671.0,261.0,0.0,0.0,1.0,3.0,1.0,7.0,2.0,45.0,0.0,161218.29542441526
144,80,Somerst,1.5Fin,Gable,RRAe,Normal,NA,5,3,1997,2010,701.0,18824.0,1899.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,50.0,127.0,227373.62873860067
145,30,SawyerW,1Story,Mansard,PosN,Normal,GdPrv,5,7,1991,2010,2195.0,7430.0,1215.0,3.0,2.0,1.0,4.0,2.0,7.0,2.0,299.0,182.0,305809.75542744785
146,75,NWAmes,2Story,Gambrel,RRAe,Normal,NA,6,6,1918,1961,551.0,10562.0,151.0,0.0,2.0,1.0,3.0,2.0,6.0,0.0,0.0,0.0,152231.94929067514
147,70,NAmes,2Story,Gambrel,RRAe,Abnorml,GdPrv,5,7,1978,1995,611.0,10066.0,429.0,3.0,0.0,1.0,2.0,2.0,6.0,2.0,148.0,84.0,143212.4998376805
148,30,OldTown,SFoyer,Mansard,PosN,Normal,GdPrv,8,7,1940,1942,1231.0,2117.0,718.0,3.0,2.0,0.0,3.0,2.0,5.0,2.0,0.0,0.0,246440.4203095201
149,75,NWAmes,SLvl,Mansard,RRAe,Normal,GdPrv,9,8,1948,1965,909.0,15713.0,25.0,1.0,0.0,0.0,4.0,2.0,6.0,2.0,0.0,251.0,200779.0506569351
150,45,NAmes,SLvl,Hip,PosN,Normal,MnWw,8,5,1994,2001,3743.0,12125.0,17.0,3.0,2.0,0.0,5.0,1.0,8.0,2.0,432.0,147.0,382215.9801224703
151,85,NWAmes,1Story,Hip,Feedr,Normal,MnPrv,5,1,1993,2010,990.0,,1850.0,3.0,2.0,0.0,3.0,1.0,7.0,3.0,0.0,0.0,265697.4091471272
152,75,OldTown,1Story,Hip,Feedr,Normal,NA,5,6,1921,1928,2593.0,11829.0,1962.0,,0.0,0.0,4.0,1.0,8.0,3.0,0.0,246.0,272138.29703814036
153,30,SawyerW,1Story,Flat,Norm,Normal,NA,5,5,1934,1980,3321.0,15105.0,1072.0,3.0,1.0,1.0,3.0,1.0,6.0,1.0,662.0,201.0,317330.3642165493
154,70,OldTown,1.5Fin,Mansard,Norm,Partial,NA,4,4,1991,2010,3003.0,1777.0,1805.0,2.0,3.0,1.0,4.0,2.0,7.0,3.0,328.0,0.0,334577.32445196563
155,30,Somerst,1Story,Gambrel,Artery,Normal,NA,9,5,2001,2010,3115.0,13451.0,1310.0,0.0,1.0,0.0,2.0,1.0,4.0,3.0,38.0,0.0,380265.6768969984
156,80,Gilbert,2Story,Flat,PosN,Normal,NA,6,5,1908,1954,1930.0,17432.0,56.0,2.0,2.0,0.0,3.0,1.0,7.0,0.0,788.0,351.0,244027.88420010562
157,45,CollgCr,SLvl,Flat,Feedr,Normal,MnPrv,5,4,1992,2010,4055.0,14938.0,1428.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,421603.85129341733
158,60,NridgHt,SLvl,Gambrel,RRAe,Normal,MnPrv,8,3,1954,1975,774.0,12969.0,36.0,3.0,0.0,0.0,2.0,2.0,4.0,2.0,686.0,0.0,200039.18700173477
159,80,NridgHt,SLvl,Flat,Norm,Normal,GdWo,6,8,1965,1972,929.0,3175.0,1633.0,3.0,3.0,1.0,4.0,2.0,7.0,2.0,0.0,324.0,261529.71364437477
160,90,Sawyer,2Story,Mansard,PosN,Normal,NA,3,5,1908,1925,3924.0,15276.0,733.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,224.0,0.0,322100.4371739862
161,70,SawyerW,SFoyer,Flat,Artery,Normal,GdPrv,5,10,1975,2004,773.0,15387.0,282.0,1.0,3.0,0.0,2.0,2.0,5.0,1.0,0.0,0.0,184193.53726605195
162,20,Gilbert,SFoyer,Gambrel,Artery,Abnorml,MnPrv,7,9,1975,2010,1267.0,10637.0,517.0,0.0,1.0,1.0,4.0,2.0,8.0,1.0,0.0,319.0,213549.285902427
163,45,Somerst,1Story,Gambrel,Feedr,Normal,GdWo,8,4,1973,1986,1192.0,12279.0,1366.0,0.0,2.0,0.0,5.0,2.0,7.0,2.0,0.0,0.0,250686.52092339244
164,75,Somerst,1.5Fin,Gambrel,PosN,Normal,GdPrv,5,7,1987,2010,632.0,12940.0,1693.0,2.0,1.0,0.0,3.0,2.0,7.0,2.0,220.0,135.0,197839.0100409608
165,20,Somerst,1.5Fin,Flat,Artery,Normal,NA,9,6,2005,2010,968.0,3740.0,1141.0,3.0,3.0,1.0,3.0,2.0,5.0,0.0,0.0,319.0,255766.10700817415
166,50,NWAmes,2Story,Hip,Norm,Normal,NA,8,7,1994,2006,2790.0,6263.0,320.0,0.0,0.0,1.0,3.0,1.0,5.0,0.0,527.0,0.0,301587.7273524701
167,45,Edwards,SFoyer,Flat,Artery,Partial,GdWo,8,4,1982,2004,3144.0,16157.0,1800.0,2.0,3.0,1.0,4.0,2.0,6.0,1.0,178.0,396.0,396982.16234577127
168,45,CollgCr,SFoyer,Mansard,Artery,Normal,MnPrv,5,5,2008,2010,833.0,19514.0,1581.0,2.0,0.0,1.0,3.0,1.0,7.0,0.0,511.0,241.0,209769.3893323972
169,120,Edwards,1.5Fin,Gable,RRAe,Normal,GdPrv,3,4,1974,1994,4269.0,6496.0,,0.0,3.0,0.0,1.0,1.0,5.0,3.0,564.0,0.0,365785.12939445215
170,120,NAmes,SFoyer,Gambrel,Artery,Normal,GdPrv,8,6,1974,1991,883.0,8913.0,1108.0,0.0,0.0,1.0,3.0,1.0,7.0,1.0,0.0,11.0,213454.16249366838
171,90,CollgCr,SFoyer,Mansard,Feedr,Normal,MnPrv,6,10,1960,1974,3248.0,18432.0,1927.0,1.0,0.0,0.0,2.0,2.0,4.0,2.0,757.0,324.0,347368.31269322155
172,90,NAmes,1.5Fin,Gable,Norm,Normal,GdPrv,7,7,1985,2010,3701.0,4503.0,754.0,2.0,0.0,0.0,4.0,1.0,8.0,0.0,772.0,293.0,356829.02896454727
173,90,Sawyer,2Story,Gambrel,PosN,Partial,MnWw,8,7,1907,1923,2583.0,6331.0,51.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,345.0,0.0,293869.9477081199
174,40,Sawyer,SFoyer,Flat,Norm,Normal,MnWw,4,10,1956,1990,2466.0,2534.0,291.0,3.0,1.0,0.0,4.0,1.0,7.0,3.0,377.0,0.0,245874.30121736124
175,50,Gilbert,SFoyer,Hip,Feedr,Normal,NA,8,7,1947,1983,936.0,5843.0,,1.0,2.0,0.0,1.0,2.0,5.0,2.0,0.0,58.0,240340.65226306315
176,20,Somerst,SLvl,Gable,Norm,Normal,NA,9,3,2001,2010,1466.0,13269.0,1995.0,0.0,3.0,0.0,5.0,1.0,7.0,1.0,626.0,350.0,308883.11383409175
177,85,Sawyer,1Story,Gambrel,Feedr,Normal,NA,8,8,1908,1921,3902.0,7942.0,1479.0,,0.0,0.0,4.0,2.0,6.0,2.0,0.0,305.0,372538.8516294582
178,90,CollgCr,1.5Fin,Flat,Norm,Normal,NA,6,5,1971,2010,1894.0,19692.0,1235.0,,2.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,274265.71719440765
179,20,SawyerW,SLvl,Gambrel,Feedr,Normal,GdPrv,9,1,1920,1931,637.0,17993.0,646.0,1.0,2.0,1.0,5.0,2.0,9.0,0.0,0.0,45.0,185236.2548683202
180,40,NridgHt,1.5Fin,Gable,PosN,Normal,GdPrv,7,6,1998,2010,3416.0,18072.0,878.0,2.0,1.0,1.0,3.0,1.0,6.0,3.0,414.0,0.0,376900.60291236
181,40,SawyerW,SLvl,Mansard,Feedr,Normal,NA,8,8,1994,2010,3234.0,14937.0,76.0,1.0,3.0,0.0,4.0,1.0,6.0,3.0,0.0,0.0,332347.5052490396
182,120,CollgCr,1Story,Gambrel,PosN,Abnorml,NA,8,5,1926,1942,765.0,14488.0,742.0,0.0,2.0,1.0,1.0,2.0,4.0,2.0,33.0,213.0,222265.55825834186
183,85,Somerst,1Story,Flat,RRAe,Normal,NA,8,6,1996,2010,704.0,10928.0,1246.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,472.0,0.0,210784.41365448717
184,45,Gilbert,SFoyer,Flat,PosN,Normal,GdPrv,5,5,1955,1957,965.0,19826.0,1811.0,2.0,2.0,0.0,5.0,1.0,7.0,1.0,525.0,240.0,225140.7951514609
185,20,Somerst,2Story,Mansard,RRAe,Normal,MnPrv,4,3,2007,2010,703.0,3264.0,1844.0,1.0,1.0,1.0,3.0,1.0,6.0,2.0,0.0,0.0,218825.3899208468
186,50,Somerst,1.5Fin,Flat,PosN,Normal,NA,5,4,1981,2010,2965.0,14872.0,,2.0,0.0,0.0,4.0,1.0,6.0,3.0,514.0,171.0,323893.26733662846
187,75,CollgCr,1.5Fin,Flat,Artery,Normal,NA,7,7,1903,1938,1030.0,4094.0,42.0,3.0,3.0,1.0,5.0,1.0,7.0,2.0,0.0,104.0,195741.75641246993
188,20,Edwards,1.5Fin,Gambrel,PosN,Normal,NA,7,8,1922,1951,2927.0,7776.0,1622.0,1.0,0.0,1.0,3.0,1.0,6.0,0.0,99.0,0.0,297894.3000695253
189,60,OldTown,SLvl,Hip,Norm,Normal,NA,7,4,1944,1986,1204.0,6228.0,,,0.0,1.0,2.0,1.0,5.0,2.0,0.0,238.0,234286.59456499165
190,70,Edwards,1Story,Hip,PosN,Normal,GdPrv,6,5,1923,1937,4389.0,12622.0,1232.0,3.0,0.0,0.0,5.0,2.0,8.0,0.0,636.0,371.0,428758.98544889793
191,120,Gilbert,SFoyer,Gambrel,Norm,Normal,GdWo,8,5,1914,1932,3403.0,,1892.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,360052.5903271191
192,40,Gilbert,SLvl,Hip,Norm,Partial,NA,9,2,2008,2010,1998.0,2975.0,1775.0,2.0,2.0,1.0,3.0,2.0,6.0,2.0,373.0,131.0,331390.91339075
193,40,Gilbert,SFoyer,Gable,RRAe,Normal,NA,5,6,1996,2010,2214.0,12630.0,1328.0,1.0,3.0,1.0,5.0,1.0,8.0,2.0,0.0,267.0,294572.2037226208
194,60,Edwards,2Story,Flat,Feedr,Normal,NA,8,7,1948,1984,760.0,5601.0,598.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,0.0,0.0,200805.0879448702
195,45,SawyerW,1Story,Gable,Norm,Normal,NA,7,6,1923,1960,719.0,2924.0,1041.0,2.0,0.0,0.0,2.0,1.0,5.0,1.0,352.0,46.0,195767.27490785654
196,120,NAmes,SFoyer,Flat,PosN,Normal,NA,7,6,1920,1957,2650.0,9224.0,1407.0,0.0,1.0,0.0,3.0,1.0,5.0,3.0,0.0,0.0,311208.0308743454
197,85,Edwards,1.5Fin,Gambrel,Artery,Normal,NA,5,6,2001,2007,591.0,12253.0,1028.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,351.0,0.0,179184.77790267457
198,45,CollgCr,1Story,Mansard,Artery,Normal,NA,8,4,1936,1969,3053.0,5233.0,808.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,274.0,0.0,308957.0175906908
199,50,Edwards,2Story,Gambrel,Feedr,Normal,GdPrv,10,4,1901,1939,2029.0,8711.0,805.0,0.0,1.0,0.0,2.0,1.0,5.0,2.0,444.0,196.0,291590.3947536637
200,75,SawyerW,SLvl,Hip,RRAe,Normal,NA,8,8,1944,1954,1058.0,19139.0,1199.0,0.0,3.0,0.0,5.0,2.0,8.0,2.0,497.0,377.0,230187.58865636203
201,90,Edwards,2Story,Gambrel,Feedr,Normal,GdPrv,9,7,1950,1973,2642.0,7914.0,,2.0,1.0,1.0,2.0,1.0,6.0,2.0,775.0,0.0,307619.1312595264
202,40,SawyerW,1Story,Flat,Artery,Normal,NA,10,8,1969,2010,2711.0,19918.0,1996.0,3.0,1.0,0.0,4.0,1.0,6.0,2.0,494.0,0.0,379092.73008734966
203,45,Somerst,SFoyer,Gambrel,Norm,Normal,NA,6,8,1937,1957,3485.0,16933.0,204.0,1.0,3.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,317993.2771282265
204,75,Gilbert,1Story,Mansard,Feedr,Normal,NA,7,6,2002,2010,1291.0,8362.0,1969.0,3.0,2.0,1.0,4.0,1.0,7.0,3.0,42.0,104.0,291464.9362563804
205,90,Somerst,SLvl,Gable,Norm,Normal,NA,6,8,1971,1997,2689.0,12170.0,70.0,2.0,0.0,1.0,2.0,2.0,6.0,3.0,773.0,0.0,299833.6903510799
206,45,OldTown,SLvl,Gambrel,Feedr,Normal,NA,10,6,2009,2010,3878.0,14620.0,1025.0,3.0,1.0,0.0,5.0,1.0,8.0,0.0,0.0,0.0,436661.098915206
207,60,Sawyer,SLvl,Mansard,Feedr,Normal,GdPrv,4,1,1940,1971,1579.0,10095.0,835.0,2.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,211180.04849655725
208,80,SawyerW,SLvl,Hip,RRAe,Normal,MnWw,6,3,1972,2004,,9043.0,1147.0,0.0,2.0,0.0,4.0,1.0,7.0,0.0,0.0,0.0,361594.7195725423
209,60,OldTown,2Story,Flat,PosN,Normal,NA,9,4,1940,1978,,7600.0,867.0,2.0,2.0,0.0,5.0,1.0,7.0,3.0,84.0,235.0,353888.36733391177
210,85,Sawyer,2Story,Flat,Artery,Abnorml,NA,5,4,1977,2010,2218.0,4080.0,1794.0,,2.0,0.0,3.0,1.0,6.0,3.0,0.0,387.0,276695.806097425
211,70,OldTown,2Story,Hip,PosN,Normal,NA,8,5,1982,1996,4032.0,1961.0,33.0,2.0,3.0,1.0,4.0,2.0,8.0,1.0,624.0,0.0,381750.33549928793
212,90,Sawyer,1.5Fin,Mansard,Feedr,Normal,GdPrv,6,7,1935,1981,4366.0,7733.0,1971.0,3.0,2.0,0.0,1.0,1.0,4.0,2.0,523.0,0.0,443704.8998226071
213,75,Sawyer,SLvl,Hip,Artery,Normal,NA,10,7,2004,2010,1447.0,16221.0,1378.0,0.0,1.0,1.0,3.0,2.0,5.0,0.0,479.0,0.0,286712.5221091983
214,120,Somerst,SFoyer,Flat,RRAe,Normal,NA,9,6,1995,2010,4419.0,5817.0,1557.0,2.0,0.0,1.0,2.0,2.0,6.0,0.0,0.0,303.0,438102.61537599826
215,90,Sawyer,SFoyer,Flat,Norm,Normal,MnWw,6,4,1999,2010,509.0,4825.0,279.0,3.0,2.0,0.0,5.0,1.0,7.0,0.0,537.0,0.0,176372.80320951444
216,40,OldTown,SLvl,Hip,Artery,Normal,MnWw,8,7,1924,1944,1017.0,7569.0,130.0,0.0,1.0,1.0,5.0,2.0,7.0,0.0,775.0,0.0,179913.2169893341
217,90,NAmes,SFoyer,Gambrel,PosN,Abnorml,MnPrv,6,5,1979,2010,672.0,12579.0,794.0,1.0,1.0,0.0,4.0,1.0,6.0,3.0,0.0,48.0,206954.5487332356
218,30,NAmes,2Story,Flat,Artery,Partial,NA,7,2,1911,1929,1970.0,5477.0,645.0,3.0,3.0,1.0,5.0,1.0,7.0,3.0,0.0,0.0,293883.7997279871
219,45,Somerst,1.5Fin,Gable,PosN,Alloca,NA,7,5,1911,1925,4247.0,5577.0,1565.0,0.0,3.0,0.0,5.0,2.0,7.0,0.0,0.0,159.0,391622.2820853454
220,20,SawyerW,1.5Fin,Gable,RRAe,Normal,NA,8,5,2008,2010,2901.0,3578.0,1793.0,0.0,1.0,1.0,4.0,1.0,6.0,2.0,239.0,0.0,360385.1361922618
221,30,CollgCr,1Story,Gable,Norm,Normal,MnPrv,2,5,1916,1936,2966.0,7645.0,854.0,,2.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,273315.4892928861
222,80,Somerst,SFoyer,Flat,Artery,Normal,GdPrv,5,7,1995,2010,839.0,5522.0,1536.0,0.0,3.0,0.0,2.0,2.0,5.0,2.0,0.0,149.0,218755.66593161022
223,30,Sawyer,SFoyer,Mansard,Feedr,Normal,NA,7,7,1947,1948,2564.0,16877.0,119.0,2.0,0.0,1.0,5.0,2.0,7.0,3.0,0.0,0.0,314617.4713618566
224,40,OldTown,SFoyer,Mansard,PosN,Normal,MnWw,7,7,1933,1936,2030.0,18256.0,1484.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,311875.7855298758
225,50,Sawyer,1.5Fin,Gambrel,Feedr,Normal,NA,6,4,1908,1950,2417.0,8354.0,198.0,1.0,2.0,0.0,1.0,2.0,5.0,3.0,188.0,48.0,279583.17206309777
226,85,Edwards,SFoyer,Mansard,Artery,Normal,GdPrv,3,7,1974,1981,1544.0,3076.0,1335.0,1.0,1.0,0.0,5.0,2.0,9.0,0.0,491.0,0.0,188306.75383534597
227,85,NWAmes,SLvl,Mansard,RRAe,Normal,NA,6,7,1980,2010,1306.0,3117.0,764.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,234.0,346.0,213143.39263173935
228,120,NridgHt,1.5Fin,Gambrel,PosN,Normal,NA,8,5,1951,1996,4308.0,7507.0,830.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,556.0,0.0,368156.13374482957
229,20,NridgHt,1.5Fin,Hip,Artery,Normal,NA,3,6,1989,2010,2733.0,10074.0,552.0,,0.0,1.0,3.0,1.0,7.0,0.0,0.0,366.0,251381.59810014605
230,30,CollgCr,1Story,Mansard,PosN,Normal,MnPrv,6,6,1935,1979,2146.0,11276.0,,2.0,1.0,0.0,3.0,2.0,6.0,2.0,697.0,261.0,280960.8593228825
231,50,Somerst,SFoyer,Gambrel,Norm,Normal,NA,9,6,1961,1982,795.0,7126.0,1748.0,3.0,1.0,1.0,1.0,2.0,5.0,2.0,145.0,0.0,233997.2233538035
232,45,NWAmes,SLvl,Mansard,PosN,Normal,NA,3,4,1931,1978,3550.0,8058.0,1617.0,,3.0,0.0,2.0,2.0,4.0,3.0,103.0,38.0,359213.2955138626
233,30,NAmes,SFoyer,Hip,Feedr,Normal,GdPrv,8,6,1964,1975,2390.0,6748.0,680.0,3.0,0.0,1.0,2.0,1.0,4.0,0.0,651.0,164.0,312487.1552084777
234,70,Sawyer,SLvl,Mansard,RRAe,AdjLand,MnPrv,5,4,1915,1936,2046.0,11075.0,587.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,226286.0639450766
235,60,Somerst,SLvl,Flat,Artery,Normal,MnPrv,8,4,1952,1971,3167.0,14392.0,1018.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,320.0,0.0,331783.0831994803
236,60,Sawyer,SFoyer,Mansard,RRAe,Normal,MnPrv,8,4,1960,1999,1027.0,2303.0,1369.0,3.0,2.0,1.0,4.0,2.0,8.0,2.0,794.0,19.0,275703.2995963837
237,20,Gilbert,1.5Fin,Hip,Norm,Normal,MnPrv,9,9,1961,1963,2632.0,10356.0,364.0,2.0,3.0,0.0,3.0,1.0,7.0,1.0,0.0,270.0,331597.56746078096
238,60,Somerst,1Story,Mansard,Artery,AdjLand,MnPrv,5,5,1949,1990,3952.0,13498.0,1452.0,1.0,2.0,0.0,5.0,2.0,7.0,0.0,7.0,158.0,379734.56428374775
239,60,Edwards,1Story,Gambrel,Norm,Normal,NA,7,5,1971,1972,2355.0,13942.0,1897.0,1.0,3.0,0.0,1.0,2.0,4.0,1.0,0.0,43.0,332118.1316372946
240,40,Gilbert,2Story,Hip,Artery,Normal,NA,8,5,1956,1971,501.0,11924.0,1689.0,0.0,3.0,1.0,4.0,2.0,7.0,0.0,0.0,366.0,227502.56050583193
241,85,CollgCr,1.5Fin,Gable,Artery,Normal,NA,5,8,1931,1960,1419.0,11215.0,1096.0,1.0,2.0,1.0,5.0,1.0,8.0,2.0,264.0,142.0,240771.03700061166
242,90,NridgHt,SFoyer,Gable,Feedr,Normal,NA,5,6,1923,1930,723.0,14097.0,639.0,1.0,2.0,0.0,3.0,1.0,6.0,3.0,488.0,92.0,172923.16918846377
243,120,NAmes,1.5Fin,Hip,Artery,Normal,NA,2,8,1971,1995,2500.0,8499.0,646.0,1.0,0.0,1.0,4.0,2.0,7.0,0.0,489.0,196.0,226991.07213345062
244,80,Gilbert,1Story,Gable,Feedr,Normal,NA,9,5,2004,2010,1957.0,11994.0,1483.0,2.0,3.0,1.0,3.0,1.0,7.0,0.0,442.0,380.0,352068.53042885184
245,80,Gilbert,2Story,Flat,Norm,Normal,NA,7,4,1983,2010,1029.0,7410.0,909.0,1.0,3.0,0.0,3.0,2.0,5.0,2.0,0.0,0.0,232571.54752785363
246,30,NAmes,SLvl,Gambrel,Norm,Normal,GdPrv,7,6,1970,1971,3247.0,9601.0,212.0,0.0,3.0,1.0,5.0,1.0,7.0,0.0,628.0,39.0,301264.55751873227
247,50,Sawyer,SLvl,Gambrel,Feedr,Normal,MnPrv,8,5,2002,2010,1206.0,3795.0,1355.0,3.0,3.0,0.0,3.0,1.0,7.0,3.0,207.0,0.0,301818.1468623399
248,20,Somerst,2Story,Mansard,RRAe,Normal,NA,7,7,1999,2010,1866.0,7977.0,276.0,1.0,1.0,0.0,3.0,2.0,7.0,3.0,0.0,265.0,280621.6641591406
249,70,Sawyer,SLvl,Mansard,Artery,Normal,MnWw,6,8,1956,1959,4450.0,4128.0,1973.0,1.0,0.0,1.0,5.0,2.0,8.0,1.0,770.0,354.0,435935.7526922634
250,85,NAmes,SFoyer,Mansard,Norm,Normal,NA,6,6,1912,1944,765.0,5689.0,834.0,2.0,3.0,0.0,3.0,1.0,7.0,1.0,37.0,386.0,205464.3164949331
251,80,CollgCr,SLvl,Gambrel,Artery,Normal,NA,7,9,1970,1996,1490.0,9260.0,683.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,210307.63623862373
252,20,Somerst,SLvl,Mansard,Artery,Normal,NA,5,6,1969,2003,,10751.0,110.0,,3.0,0.0,4.0,1.0,8.0,1.0,491.0,261.0,220743.00909505534
253,70,CollgCr,SFoyer,Gambrel,Feedr,Normal,NA,9,5,1930,1944,2534.0,18926.0,335.0,0.0,2.0,0.0,4.0,1.0,8.0,3.0,702.0,0.0,301513.99268511793
254,90,Edwards,2Story,Mansard,Norm,Partial,NA,8,6,1994,2006,1479.0,1981.0,1895.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,573.0,359.0,303058.5258774218
255,30,Gilbert,SFoyer,Flat,Feedr,Normal,MnWw,6,3,1996,2010,4380.0,18123.0,1074.0,0.0,1.0,1.0,4.0,1.0,6.0,0.0,459.0,377.0,419105.47251661005
256,70,CollgCr,2Story,Flat,Norm,Normal,NA,7,7,1936,1972,521.0,7572.0,1803.0,3.0,2.0,1.0,1.0,1.0,4.0,0.0,244.0,0.0,210922.87549664205
257,45,Gilbert,2Story,Mansard,Feedr,Normal,NA,4,4,1952,1960,4292.0,14897.0,1911.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,77.0,0.0,429271.53132894647
258,120,CollgCr,SFoyer,Flat,Artery,Normal,NA,10,5,1921,1931,2639.0,14040.0,97.0,,1.0,0.0,5.0,2.0,7.0,2.0,0.0,256.0,309940.08055088634
259,70,CollgCr,1.5Fin,Gambrel,PosN,Normal,NA,9,6,1919,1948,653.0,19460.0,761.0,1.0,0.0,0.0,4.0,1.0,7.0,2.0,426.0,0.0,200171.48029789832
260,85,NridgHt,1.5Fin,Gambrel,PosN,Normal,MnPrv,9,3,1929,1970,966.0,3511.0,1676.0,1.0,2.0,0.0,4.0,1.0,8.0,1.0,365.0,312.0,269043.5706846768
261,70,Sawyer,2Story,Gable,RRAe,Normal,MnPrv,6,4,1940,1950,912.0,19392.0,991.0,2.0,0.0,1.0,4.0,1.0,6.0,1.0,783.0,96.0,218850.56400236188
262,90,CollgCr,1.5Fin,Gable,Feedr,Normal,GdPrv,5,7,1930,1940,1649.0,2663.0,1017.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,131.0,12.0,221685.703665356
263,45,OldTown,1Story,Gambrel,PosN,Normal,MnPrv,5,4,1916,1956,1832.0,17730.0,1140.0,0.0,0.0,1.0,5.0,1.0,7.0,1.0,203.0,0.0,214883.16799790994
264,80,SawyerW,SFoyer,Gambrel,PosN,Abnorml,NA,4,6,1949,1983,3064.0,13565.0,1403.0,2.0,2.0,0.0,2.0,1.0,4.0,2.0,683.0,0.0,332122.9219160861
265,60,SawyerW,1.5Fin,Flat,Feedr,Normal,NA,4,5,1969,2010,1744.0,10415.0,1877.0,1.0,0.0,1.0,4.0,1.0,7.0,1.0,227.0,349.0,231134.13384149014
266,70,NridgHt,SLvl,Gambrel,Norm,Partial,MnPrv,4,5,1936,1975,3400.0,8858.0,1773.0,0.0,1.0,1.0,5.0,1.0,7.0,1.0,754.0,115.0,312260.31204029685
267,80,Somerst,1.5Fin,Gable,Artery,Normal,NA,10,5,1959,2006,1675.0,3231.0,1250.0,3.0,0.0,0.0,2.0,1.0,4.0,1.0,686.0,0.0,305017.44753843616
268,40,Edwards,1.5Fin,Gable,Artery,Normal,NA,4,7,1930,1939,1553.0,16333.0,1153.0,1.0,2.0,0.0,4.0,2.0,8.0,3.0,0.0,329.0,215272.04600148348
269,90,Gilbert,1Story,Gambrel,RRAe,Normal,NA,4,9,1978,1991,1601.0,14967.0,721.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,235959.72371817948
270,80,NridgHt,1Story,Gambrel,Norm,Normal,MnPrv,8,4,1971,1982,1816.0,18840.0,232.0,0.0,0.0,0.0,4.0,1.0,8.0,3.0,601.0,0.0,245187.48702135604
271,50,OldTown,2Story,Gable,Artery,Normal,NA,7,9,2006,2008,3850.0,15012.0,1418.0,1.0,1.0,1.0,3.0,2.0,5.0,0.0,0.0,128.0,392089.1567257835
272,75,NAmes,2Story,Flat,Feedr,Normal,GdWo,8,6,1905,1943,1487.0,19205.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,0.0,245.0,220734.52577488974
273,75,CollgCr,2Story,Gable,Artery,Normal,NA,7,6,1994,2010,1593.0,17905.0,1396.0,0.0,0.0,0.0,4.0,1.0,8.0,0.0,0.0,194.0,272211.647171325
274,60,SawyerW,2Story,Gambrel,Norm,Normal,NA,9,7,1937,1941,4327.0,9373.0,,3.0,1.0,1.0,5.0,1.0,8.0,1.0,5.0,0.0,426269.5953847546
275,75,Somerst,SFoyer,Gable,Artery,Normal,NA,7,7,1907,1916,3114.0,14518.0,1572.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,142.0,0.0,370619.1665411713
